Co./Last Name	First Name	Addr 1 - Line 1	           - Line 2	           - Line 3	           - Line 4	Destination Country	Permit #	Inclusive	Invoice #	Date	Customer PO	Ship Via	Delivery Status	Item Number	Quantity	Description	Price	Inc-Tax Price	Discount	Total	Inc-Tax Total	Job	Comment	Journal Memo	Salesperson Last Name	Salesperson First Name	Shipping Date	Referral Source	Tax Code	Non-GST Amount	GST Amount	Freight Amount	Inc-Tax Freight Amount	Freight Tax Code	Freight Non-GST Amount	Freight GST Amount	Sale Status	Currency Code	Exchange Rate	Terms - Payment is Due	           - Discount Days	           - Balance Due Days	           - % Discount	           - % Monthly Charge	Amount Paid	Payment Method	Payment Notes	Name on Card	Card Number	Expiry Date	Authorisation Code	Account Number	Account Name	Cheque Number	Category	Location ID	Card ID	Record ID
PUTRA LESTARI		PUTRA LESTARI	JL.ULUWATU, JIMBARAN (DEPAN PURA WERDHI KOSALA), BADUNG					X	00005246	23/06/2026	556		A	BOARD 028G	100	KALSILING 3,5 MM (120 X 240)	Rp56.756,7568	Rp63.000,00	0%	Rp5.675.675,68	Rp6.300.000,00			Sale; PUTRA LESTARI	ACHMAD AFANDY				PPN	Rp0,00	Rp624.324,32			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	4136
PUTRA LESTARI		PUTRA LESTARI	JL.ULUWATU, JIMBARAN (DEPAN PURA WERDHI KOSALA), BADUNG					X	00005246	23/06/2026	556		A	TPG 011G	50	CORNICE ADH APLUS @ 20 KG	Rp58.558,5586	Rp65.000,00	0%	Rp2.927.927,93	Rp3.250.000,00			Sale; PUTRA LESTARI	ACHMAD AFANDY				PPN	Rp0,00	Rp322.072,07			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	4136

MERTA JAYA, GN SANGHYANG		MERTA JAYA, GN SANGHYANG	JL GUNUNG SANGHYANG NO 38	DENPASAR				X	00005277	23/06/2026			A	RGK 002 GBT	20	HOLLOW S 4 X 4 0,35	Rp22.972,973	Rp25.500,00	0%	Rp459.459,46	Rp510.000,00			Sale; MERTA JAYA, GN SANGHYANG	WAYAN SUARTAMA				PPN	Rp0,00	Rp50.540,54			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	3905
MERTA JAYA, GN SANGHYANG		MERTA JAYA, GN SANGHYANG	JL GUNUNG SANGHYANG NO 38	DENPASAR				X	00005277	23/06/2026			A	RGK 001 GBT	30	HOLLOW S 2 X 4 0,35	Rp18.468,4683	Rp20.500,00	0%	Rp554.054,05	Rp615.000,00			Sale; MERTA JAYA, GN SANGHYANG	WAYAN SUARTAMA				PPN	Rp0,00	Rp60.945,95			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	3905
MERTA JAYA, GN SANGHYANG		MERTA JAYA, GN SANGHYANG	JL GUNUNG SANGHYANG NO 38	DENPASAR				X	00005277	23/06/2026			A	ATAP 075 GBT	5	TRIMDEK SILVER BD 0,25X4 MTR	Rp89.009,01	Rp98.800,00	0%	Rp445.045,05	Rp494.000,00			Sale; MERTA JAYA, GN SANGHYANG	WAYAN SUARTAMA				PPN	Rp0,00	Rp48.954,95			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	3905

MEDIA BELANJA JAYA .CV		MEDIA BELANJA JAYA .CV	JL. GATOT SUBROTO BARAT NO. 376 DENPASAR					X	00005280	23/06/2026			A	ATAP 310 G	3	TRIMDEK RESIN BLUE BD 0,25X6M	Rp131.929,73	Rp146.442,00	0%	Rp395.789,19	Rp439.326,00			Sale; MEDIA BELANJA JAYA .CV	OFFICE				PPN	Rp0,00	Rp43.536,81			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3360

GRHA PRIMA ABADI. CV		GRHA PRIMA ABADI. CV	JL RY LUKLUK DARMASABA	BADUNG				X	00005281	23/06/2026			A	BOARD 048G	2	KALSILING 6,0 MM (120 X 240)	Rp123.963,965	Rp137.600,00	0%	Rp247.927,93	Rp275.200,00			Sale; GRHA PRIMA ABADI. CV	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp27.272,07			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3531
GRHA PRIMA ABADI. CV		GRHA PRIMA ABADI. CV	JL RY LUKLUK DARMASABA	BADUNG				X	00005281	23/06/2026			A	BOARD 032G	3	KALSILING 4,5 MM (120 X 240)	Rp84.864,8633	Rp94.200,00	0%	Rp254.594,59	Rp282.600,00			Sale; GRHA PRIMA ABADI. CV	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp28.005,41			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3531

TENANG TOKO		TENANG TOKO	JL KAPTEN REGUG NO.12 KAYUMAS KLOD	DENPASAR				X	00005286	23/06/2026	434		A	BRD 242GBT	30	GYPS E-BOARD 9 MM (120 X 240)	Rp48.198,1983	Rp53.500,00	0%	Rp1.445.945,95	Rp1.605.000,00			Sale; TENANG TOKO	WAYAN SUARTAMA				PPN	Rp0,00	Rp159.054,05			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	4548
TENANG TOKO		TENANG TOKO	JL KAPTEN REGUG NO.12 KAYUMAS KLOD	DENPASAR				X	00005286	23/06/2026	434		A	RGK 042GBT	30	CHANAL BT30 C75A	Rp72.972,973	Rp81.000,00	0%	Rp2.189.189,19	Rp2.430.000,00			Sale; TENANG TOKO	WAYAN SUARTAMA				PPN	Rp0,00	Rp240.810,81			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	4548

SEMANGAT SUKSES MANDIRI. CV		SEMANGAT SUKSES MANDIRI. CV	JL GATOT SUBROTO 242 C TONJA DENPASAR					X	00005302	23/06/2026			A	RGK 061GBT	20	HOLLOW BUKIT 0,30 2X4 PJ 4 MTR	Rp10.810,811	Rp12.000,00	0%	Rp216.216,22	Rp240.000,00			Sale; SEMANGAT SUKSES MANDIRI. CV	WAYAN SUARTAMA				PPN	Rp0,00	Rp23.783,78			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3366

CV. AISUKA JAYA BERSAMA		CV. AISUKA JAYA BERSAMA	JL. CARGO PERMAI NO 200					X	00005306	23/06/2026	036		A	RGK 042GBT	51	CHANAL BT30 C75A	Rp63.063,0631	Rp70.000,00	0%	Rp3.216.216,22	Rp3.570.000,00			Sale; CV. AISUKA JAYA BERSAMA	OFFICE				PPN	Rp0,00	Rp353.783,78			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	5734

IDA BAGUS KADE SINAR ARTA		IDA BAGUS KADE SINAR ARTA	JL RAYA BUDUK, MENGWI, BADUNG					X	00005282	24/06/2026	435		A	BOARD 106G	100	KALSIPLANK JT 8 MM (20 X 300)	Rp29.729,7297	Rp33.000,00	0%	Rp2.972.972,97	Rp3.300.000,00			Sale; IDA BAGUS KADE SINAR ARTA	WAYAN SUARTAMA				PPN	Rp0,00	Rp327.027,03			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3619
IDA BAGUS KADE SINAR ARTA		IDA BAGUS KADE SINAR ARTA	JL RAYA BUDUK, MENGWI, BADUNG					X	00005282	24/06/2026	435		A	BOARD 030G	100	KALSILING 3,5 MM (122 X 244)	Rp58.198,1982	Rp64.600,00	0%	Rp5.819.819,82	Rp6.460.000,00			Sale; IDA BAGUS KADE SINAR ARTA	WAYAN SUARTAMA				PPN	Rp0,00	Rp640.180,18			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3619
IDA BAGUS KADE SINAR ARTA		IDA BAGUS KADE SINAR ARTA	JL RAYA BUDUK, MENGWI, BADUNG					X	00005282	24/06/2026	435		A	ATAP 337 GBT	7	SPANDEK SILVER BD 0,25X6 MTR	Rp135.135,1357	Rp150.000,00	0%	Rp945.945,95	Rp1.050.000,00			Sale; IDA BAGUS KADE SINAR ARTA	WAYAN SUARTAMA				PPN	Rp0,00	Rp104.054,05			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3619
IDA BAGUS KADE SINAR ARTA		IDA BAGUS KADE SINAR ARTA	JL RAYA BUDUK, MENGWI, BADUNG					X	00005282	24/06/2026	435		A	ATAP 077 GBT	30	TRIMDEK SILVER BD 0,25X6 MTR	Rp135.135,135	Rp150.000,00	0%	Rp4.054.054,05	Rp4.500.000,00			Sale; IDA BAGUS KADE SINAR ARTA	WAYAN SUARTAMA				PPN	Rp0,00	Rp445.945,95			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3619
IDA BAGUS KADE SINAR ARTA		IDA BAGUS KADE SINAR ARTA	JL RAYA BUDUK, MENGWI, BADUNG					X	00005282	24/06/2026	435		A	ATAP 075 GBT	20	TRIMDEK SILVER BD 0,25X4 MTR	Rp90.090,09	Rp100.000,00	0%	Rp1.801.801,80	Rp2.000.000,00			Sale; IDA BAGUS KADE SINAR ARTA	WAYAN SUARTAMA				PPN	Rp0,00	Rp198.198,20			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3619

CAHAYA KERTI, TUMBEK BAYUH		CAHAYA KERTI, TUMBEK BAYUH	JL TUMBEK BAYUH, KAPAL	BADUNG				X	00005284	24/06/2026	438		A	BOARD 106G	30	KALSIPLANK JT 8 MM (20 X 300)	Rp31.081,081	Rp34.500,00	0%	Rp932.432,43	Rp1.035.000,00			Sale; CAHAYA KERTI, TUMBEK BAYUH	WAYAN SUARTAMA				PPN	Rp0,00	Rp102.567,57			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3254

ARKASA GLORIA RETAILINDO. PT		KE GATSU BARAT						X	00005288	24/06/2026	S6 - 0001		A	BOARD 112G	110	KALSIPART 8,0 MM (120 X 240)	Rp148.827,9279	Rp165.199,00	0%	Rp16.371.072,07	Rp18.171.890,00			Sale; ARKASA GLORIA RETAILINDO. PT	OFFICE				PPN	Rp0,00	Rp1.800.817,93			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	5171

DHARMA ABADI BANGUNAN		DHARMA ABADI BANGUNAN	JL. PRATAMA GG PENDIDIKAN NO. 19 TANJUNG BENOA					X	00005289	24/06/2026	559		A	RGK 020 GBT	50	CHANAL BT35 C75A	Rp74.324,3244	Rp82.500,00	0%	Rp3.716.216,22	Rp4.125.000,00			Sale; DHARMA ABADI BANGUNAN	ACHMAD AFANDY				PPN	Rp0,00	Rp408.783,78			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	4861
DHARMA ABADI BANGUNAN		DHARMA ABADI BANGUNAN	JL. PRATAMA GG PENDIDIKAN NO. 19 TANJUNG BENOA					X	00005289	24/06/2026	559		A	RGK 061GBT	300	HOLLOW BUKIT 0,30 2X4 PJ 4 MTR	Rp10.540,5405	Rp11.700,00	0%	Rp3.162.162,16	Rp3.510.000,00			Sale; DHARMA ABADI BANGUNAN	ACHMAD AFANDY				PPN	Rp0,00	Rp347.837,84			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	4861

ARKASA GLORIA RETAILINDO. PT		KE GATSU BARAT						X	00005290	24/06/2026	S6 - 0002		A	BOARD 032G	200	KALSILING 4,5 MM (120 X 240)	Rp78.744,1442	Rp87.406,00	0%	Rp15.748.828,83	Rp17.481.200,00			Sale; ARKASA GLORIA RETAILINDO. PT	OFFICE				PPN	Rp0,00	Rp1.732.371,17			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	5171

MOLIN SARANA BANGUNAN		MOLIN SARANA BANGUNAN	JL BATUR SARI 75A	DENPASAR				X	00005293	24/06/2026	657		A	RGK 042GBT	50	CHANAL BT30 C75A	Rp72.072,072	Rp80.000,00	0%	Rp3.603.603,60	Rp4.000.000,00			Sale; MOLIN SARANA BANGUNAN	ANGGA				PPN	Rp0,00	Rp396.396,40			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	3947
MOLIN SARANA BANGUNAN		MOLIN SARANA BANGUNAN	JL BATUR SARI 75A	DENPASAR				X	00005293	24/06/2026	657		A	RGK 060GBT	200	HOLLOW BUKIT 0,30 4X4 PJ 4 MTR	Rp12.972,973	Rp14.400,00	0%	Rp2.594.594,60	Rp2.880.000,00			Sale; MOLIN SARANA BANGUNAN	ANGGA				PPN	Rp0,00	Rp285.405,40			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	3947
MOLIN SARANA BANGUNAN		MOLIN SARANA BANGUNAN	JL BATUR SARI 75A	DENPASAR				X	00005293	24/06/2026	657		A	RGK 061GBT	500	HOLLOW BUKIT 0,30 2X4 PJ 4 MTR	Rp10.090,0901	Rp11.200,00	0%	Rp5.045.045,04	Rp5.600.000,00			Sale; MOLIN SARANA BANGUNAN	ANGGA				PPN	Rp0,00	Rp554.954,96			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	3947

ARTA AGUNG UTAMA		ARTA AGUNG UTAMA	JL. TUKAD BADUNG, DENPASAR					X	00005294	24/06/2026	658		A	PLP 199G	2	DAMDEX MLT FGS 5 LTR @ 6 GLN	Rp1.425.225,225	Rp1.582.000,00	0%	Rp2.850.450,45	Rp3.164.000,00			Sale; ARTA AGUNG UTAMA	ANGGA				PPN	Rp0,00	Rp313.549,55			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	2608

MITHA ABADI. UD		MITHA ABADI. UD	JL BATUR SARI NO 21 SANUR	DENPASAR				X	00005295	24/06/2026	380		A	BOARD 106G	50	KALSIPLANK JT 8 MM (20 X 300)	Rp29.729,7298	Rp33.000,00	0%	Rp1.486.486,49	Rp1.650.000,00			Sale; MITHA ABADI. UD	ANGGA				PPN	Rp0,00	Rp163.513,51			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	3944

CANGKIR II		CANGKIR II	JL KESARI III NO 11X SANUR	DENPASAR				X	00005297	24/06/2026	664		A	ATAP 108GBT	50	GO GREEN MERAH 180 X 80	Rp47.747,7478	Rp53.000,00	0%	Rp2.387.387,39	Rp2.650.000,00			Sale; CANGKIR II	ANGGA				PPN	Rp0,00	Rp262.612,61			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	3283
CANGKIR II		CANGKIR II	JL KESARI III NO 11X SANUR	DENPASAR				X	00005297	24/06/2026	664		A	ATAP 109GBT	50	GO GREEN HIJAU 180 X 80	Rp47.747,7476	Rp53.000,00	0%	Rp2.387.387,38	Rp2.650.000,00			Sale; CANGKIR II	ANGGA				PPN	Rp0,00	Rp262.612,62			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	3283

SARI DEWI, CARGO		SARI DEWI, CARGO	JL KARGO PERMAI.90 B	DENPASAR				X	00005309	24/06/2026	611		A	PLP 197GBT	1	DAMDEX MLT FGS 1 LTR @ 24 JRG	Rp1.209.729,73	Rp1.342.800,00	0%	Rp1.209.729,73	Rp1.342.800,00			Sale; SARI DEWI, CARGO	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp133.070,27			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	4274
SARI DEWI, CARGO		SARI DEWI, CARGO	JL KARGO PERMAI.90 B	DENPASAR				X	00005309	24/06/2026	611		A	PLP 199G	1	DAMDEX MLT FGS 5 LTR @ 6 GLN	Rp1.424.864,86	Rp1.581.600,00	0%	Rp1.424.864,86	Rp1.581.600,00			Sale; SARI DEWI, CARGO	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp156.735,14			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	4274

SARI DEWI, CARGO		SARI DEWI, CARGO	JL KARGO PERMAI.90 B	DENPASAR				X	00005310	24/06/2026			A	BOARD 112G	1	KALSIPART 8,0 MM (120 X 240)	Rp160.301,80	Rp177.935,00	0%	Rp160.301,80	Rp177.935,00			Sale; SARI DEWI, CARGO	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp17.633,20			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	4274

PENIDA BERCINDOMAREALT.PT		PENIDA BERCINDOMAREALT.PT	JL. GATSU NO 347 DENPASAR					X	00005311	24/06/2026	5465		P	BOARD 048G	30	KALSILING 6,0 MM (120 X 240)	Rp123.963,964	Rp137.600,00	0%	Rp3.718.918,92	Rp4.128.000,00			Sale; PENIDA BERCINDOMAREALT.PT	WAYAN SUARTAMA				PPN	Rp0,00	Rp409.081,08			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	4052

PENIDA BERCINDOMAREALT.PT		PENIDA BERCINDOMAREALT.PT	JL. GATSU NO 347 DENPASAR					X	00005312	24/06/2026	5466		A	BOARD 030G	20	KALSILING 3,5 MM (122 X 244)	Rp61.621,6215	Rp68.400,00	0%	Rp1.232.432,43	Rp1.368.000,00			Sale; PENIDA BERCINDOMAREALT.PT	WAYAN SUARTAMA				PPN	Rp0,00	Rp135.567,57			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	4052

ALAM GYPSUM, PURBA INDAH		ALAM GYPSUM, PURBA INDAH	JL. PURBA INDAH 1 PENAMPARAN, DENPASAR					X	00005314	24/06/2026			A	BOARD 116G	30	KALSIPLANK JT 8 MM (30 X 300)	Rp46.846,847	Rp52.000,00	0%	Rp1.405.405,41	Rp1.560.000,00			Sale; ALAM GYPSUM, PURBA INDAH	WAYAN SUARTAMA				PPN	Rp0,00	Rp154.594,59			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	2441

PELANGI NUSANTARA. CV		PELANGI NUSANTARA. CV	JL SEROJA NO 49 TONJA DENPASAR UTARA	DENPASAR				X	00005331	24/06/2026	2438		A	PLP 197GBT	12	DAMDEX MLT FGS 1 LTR @ 24 JRG	Rp1.149.243,2433	Rp1.275.660,00	0%	Rp13.790.918,92	Rp15.307.920,00			Sale; PELANGI NUSANTARA. CV	OFFICE				PPN	Rp0,00	Rp1.517.001,08			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3364
PELANGI NUSANTARA. CV		PELANGI NUSANTARA. CV	JL SEROJA NO 49 TONJA DENPASAR UTARA	DENPASAR				X	00005331	24/06/2026	2438		A	PLP 199G	8	DAMDEX MLT FGS 5 LTR @ 6 GLN	Rp1.353.621,6213	Rp1.502.520,00	0%	Rp10.828.972,97	Rp12.020.160,00			Sale; PELANGI NUSANTARA. CV	OFFICE				PPN	Rp0,00	Rp1.191.187,03			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3364

GIAN PUTRA. UD		GIAN PUTRA. UD	BR PERANG, LUKLUK, DARMASABA, BADUNG					X	00005237	25/06/2026			A	BOARD 106G	30	KALSIPLANK JT 8 MM (20 X 300)	Rp31.081,081	Rp34.500,00	0%	Rp932.432,43	Rp1.035.000,00			Sale; GIAN PUTRA. UD	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp102.567,57			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	4889

AKAR INDAH. UD		AKAR INDAH. UD	JL. NANGKA SELATAN NO. 112	DENPASAR				X	00005238	25/06/2026			A	RGK 071GBT	8	CHANAL BT30 C75-75	Rp83.333,3338	Rp92.500,00	0%	Rp666.666,67	Rp740.000,00			Sale; AKAR INDAH. UD	WAYAN SUARTAMA				PPN	Rp0,00	Rp73.333,33			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	2433
AKAR INDAH. UD		AKAR INDAH. UD	JL. NANGKA SELATAN NO. 112	DENPASAR				X	00005238	25/06/2026			A	RGK 065 GBT	8	RENG BUKIT R30-40	Rp33.783,7838	Rp37.500,00	0%	Rp270.270,27	Rp300.000,00			Sale; AKAR INDAH. UD	WAYAN SUARTAMA				PPN	Rp0,00	Rp29.729,73			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	2433
AKAR INDAH. UD		AKAR INDAH. UD	JL. NANGKA SELATAN NO. 112	DENPASAR				X	00005238	25/06/2026			A	ATAP 108GBT	20	GO GREEN MERAH 180 X 80	Rp49.099,099	Rp54.500,00	0%	Rp981.981,98	Rp1.090.000,00			Sale; AKAR INDAH. UD	WAYAN SUARTAMA				PPN	Rp0,00	Rp108.018,02			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	2433

GAYA BARU		GAYA BARU	JL GAJAH MADA	TABANAN				X	00005285	25/06/2026	495		A	BOARD 106G	500	KALSIPLANK JT 8 MM (20 X 300)	Rp28.378,3784	Rp31.500,00	0%	Rp14.189.189,19	Rp15.750.000,00			Sale; GAYA BARU	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp1.560.810,81			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	3512

MERTA DANA. UD, GIANYAR		MERTA DANA. UD, GIANYAR	JL RAYA GUWANG, BR BULUH GUWANG, SUKAWATI					X	00005316	25/06/2026	545		A	RGK 065 GBT	25	RENG BUKIT R30-40	Rp32.432,4324	Rp36.000,00	0%	Rp810.810,81	Rp900.000,00			Sale; MERTA DANA. UD, GIANYAR	I KOMANG SUASTANA				PPN	Rp0,00	Rp89.189,19			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3902
MERTA DANA. UD, GIANYAR		MERTA DANA. UD, GIANYAR	JL RAYA GUWANG, BR BULUH GUWANG, SUKAWATI					X	00005316	25/06/2026	545		A	BRD 242GBT	50	GYPS E-BOARD 9 MM (120 X 240)	Rp48.198,1982	Rp53.500,00	0%	Rp2.409.909,91	Rp2.675.000,00			Sale; MERTA DANA. UD, GIANYAR	I KOMANG SUASTANA				PPN	Rp0,00	Rp265.090,09			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3902

MERTA SEDANA, GIANYAR		MERTA SEDANA, GIANYAR	BR. SASIH BATU BULAN	GIANYAR				X	00005317	25/06/2026	543		A	RGK 061GBT	60	HOLLOW BUKIT 0,30 2X4 PJ 4 MTR	Rp10.540,5405	Rp11.700,00	0%	Rp632.432,43	Rp702.000,00			Sale; MERTA SEDANA, GIANYAR	I KOMANG SUASTANA				PPN	Rp0,00	Rp69.567,57			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	5066
MERTA SEDANA, GIANYAR		MERTA SEDANA, GIANYAR	BR. SASIH BATU BULAN	GIANYAR				X	00005317	25/06/2026	543		A	TPG 011G	10	CORNICE ADH APLUS @ 20 KG	Rp58.558,559	Rp65.000,00	0%	Rp585.585,59	Rp650.000,00			Sale; MERTA SEDANA, GIANYAR	I KOMANG SUASTANA				PPN	Rp0,00	Rp64.414,41			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	5066

RAHAYU, GIANYAR		RAHAYU, GIANYAR	JL. PASEKAN, BATUBULAN	GIANYAR				X	00005318	25/06/2026	547		A	BOARD 028G	50	KALSILING 3,5 MM (120 X 240)	Rp55.675,6756	Rp61.800,00	0%	Rp2.783.783,78	Rp3.090.000,00			Sale; RAHAYU, GIANYAR	I KOMANG SUASTANA				PPN	Rp0,00	Rp306.216,22			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	4167

LAGAS JAYA NUSANTARA .PT		KE GATSU 300 LBR						X	00005321	25/06/2026	52306		A	BOARD 106G	1.200	KALSIPLANK JT 8 MM (20 X 300)	Rp27.927,9279	Rp31.000,00	0%	Rp33.513.513,51	Rp37.200.000,00			Sale; LAGAS JAYA NUSANTARA .PT	OFFICE				PPN	Rp0,00	Rp3.686.486,49			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	5811

LAGAS JAYA NUSANTARA .PT		KE GATSU 						X	00005322	25/06/2026	62306		A	BOARD 105G	100	KALSIPLANK 8 MM (20 X 300)	Rp27.477,4775	Rp30.500,00	0%	Rp2.747.747,75	Rp3.050.000,00			Sale; LAGAS JAYA NUSANTARA .PT	OFFICE				PPN	Rp0,00	Rp302.252,25			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	5811

PAJAR MANIK SAMUDRA.CV		PAJAR MANIK SAMUDRA.CV	JL. TEUKU UMAR NO 54 BR.PANDE DESA KEDIRI KABUPATEN TABANAN					X	00005323	25/06/2026	706		A	TPG 011G	20	CORNICE ADH APLUS @ 20 KG	Rp58.558,5585	Rp65.000,00	0%	Rp1.171.171,17	Rp1.300.000,00			Sale; PAJAR MANIK SAMUDRA.CV	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp128.828,83			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	5785
PAJAR MANIK SAMUDRA.CV		PAJAR MANIK SAMUDRA.CV	JL. TEUKU UMAR NO 54 BR.PANDE DESA KEDIRI KABUPATEN TABANAN					X	00005323	25/06/2026	706		A	ATAP 075 GBT	10	TRIMDEK SILVER BD 0,25X4 MTR	Rp90.090,09	Rp100.000,00	0%	Rp900.900,90	Rp1.000.000,00			Sale; PAJAR MANIK SAMUDRA.CV	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp99.099,10			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	5785
PAJAR MANIK SAMUDRA.CV		PAJAR MANIK SAMUDRA.CV	JL. TEUKU UMAR NO 54 BR.PANDE DESA KEDIRI KABUPATEN TABANAN					X	00005323	25/06/2026	706		A	ATAP 077 GBT	10	TRIMDEK SILVER BD 0,25X6 MTR	Rp135.135,135	Rp150.000,00	0%	Rp1.351.351,35	Rp1.500.000,00			Sale; PAJAR MANIK SAMUDRA.CV	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp148.648,65			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	5785

SAYANG BANGUNAN		SAYANG BANGUNAN	PEJATEN, TABANAN					X	00005324	25/06/2026	705		A	BRD 242GBT	50	GYPS E-BOARD 9 MM (120 X 240)	Rp48.198,1982	Rp53.500,00	0%	Rp2.409.909,91	Rp2.675.000,00			Sale; SAYANG BANGUNAN	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp265.090,09			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	5326
SAYANG BANGUNAN		SAYANG BANGUNAN	PEJATEN, TABANAN					X	00005324	25/06/2026	705		A	BOARD 112G	10	KALSIPART 8,0 MM (120 X 240)	Rp160.360,36	Rp178.000,00	0%	Rp1.603.603,60	Rp1.780.000,00			Sale; SAYANG BANGUNAN	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp176.396,40			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	5326
SAYANG BANGUNAN		SAYANG BANGUNAN	PEJATEN, TABANAN					X	00005324	25/06/2026	705		A	BRL 013G	200	SHEDOWLINE BUKIT@ 3 M	Rp6.576,5766	Rp7.300,00	0%	Rp1.315.315,32	Rp1.460.000,00			Sale; SAYANG BANGUNAN	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp144.684,68			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	5326
